sentimen,ulasan
Negatif,"Sebagai asisten toko, sebelumnya asisten saham, saya dapat dengan jujur ​​mengatakan dari pengalaman saya dari dua posisi yang bekerja untuk perusahaan ini adalah yang terburuk yang pernah saya perlakukan dalam hidup saya.Saya diharapkan untuk mengangkat benda -benda berat dari ketinggian, di atas tinggi kepala saya, dan jika saya mengeluh, saya melihat ke bawah atau bersalah yang tersandung dengan pidato ""Ini adalah tim dan kita semua harus menarik berat badan kami""bertentangan dengan peraturan kesehatan dan keselamatan.Pola tidur saya benar -benar kacau dengan jam 6 pagi dimulai suatu hari dan tidak dimulai sampai jam 2 siang berikutnya dan bekerja sampai jam 3 pagi keesokan paginya.Manajemen cenderung memandang rendah orang -orang yang baru mulai atau karyawan yang lebih muda seperti saya, terutama jika Anda berada dalam beberapa bentuk pendidikan karena mereka tampaknya berpikir bahwa saya harus berpikir saya lebih baik daripada mereka untuk belajar di perguruan tinggi dan hanyakerja paruh waktu.Saya telah dibuat untuk tetap melewati waktu finishing saya hampir setiap shift yang saya kunjungi tanpa diminta, dan jika saya meminta untuk pergi sebagian besar kali mereka mengamuk menolak untuk membiarkan saya pergi ""sampai semua pekerjaan selesai"" dan danSaya tidak dibayar untuk itu.Jadi ini berarti saya tidak memiliki kehidupan sosial apa pun dan menemukan waktu untuk belajar menjadi semakin sulit karena saya lelah sepanjang waktu dari pekerjaan.Saya biasanya diminta untuk mengambil kelonggaran untuk orang lain yang belum menyelesaikan tugas mereka, dan manajer tampaknya tidak memiliki keraguan tentang melindungi dan menggertak Anda ke dalamnya ketika Anda mencoba dan keberatan.Meskipun mengeluh kepada manajer toko saya tentang bagaimana saya diperlakukan, tidak ada yang dilakukan tentang ini.Sebagai seseorang yang menderita gangguan kecemasan, ini telah mendatangkan malapetaka pada kesejahteraan mental saya, dan saya saat ini melamar pekerjaan baru setelah bekerja untuk perusahaan selama hampir 2 tahun."
Negatif,Diminta untuk menarik obrolan tambahan bahkan engkau yang tidak diukur pada target dan diinformasikan dari manajemen senior
Positif,Gaji awal yang sangat bagus
Negatif,"Dimana untuk memulai?

Pada minggu pertama saya bekerja sebagai asisten toko ALDI, saya diperlakukan dengan sangat mengerikan.Saya berteriak di depan pelanggan ketika saya membuat kesalahan kecil karena anggota staf di dekat bernapas di leher Anda saat Anda mencoba untuk membiasakan diri dengan tills.Ketika saya masih muda dan sangat pemalu, pada awalnya, mereka mencoba mendorong saya lebih jauh.Karyawan lain tidak membuat saya merasa disambut, manajer bahkan tidak berbicara kepada saya.Rasanya seperti lebih tinggi telah memaksa toko untuk mempekerjakan orang baru tetapi toko dan semua orang di dalamnya mati melawan wajah -wajah baru.
Saya ingat pada salah satu shift pertama saya, saya berjalan pulang menangis karena saya tidak percaya saya telah berdagang di pekerjaan lama saya untuk suatu tempat yang begitu mengerikan.
Para karyawan yang mereka perintahkan untuk melatih saya, secara terbuka mengatakan kepada saya bahwa mereka tidak ingin melakukan pelatihan dan agresif.Sepertinya mereka ingin membuat saya takut untuk berhenti.Mereka memberi kami daftar ratusan plus dan memberi tahu kami bahwa kami harus belajar jumlah tertentu per malam, saya merasa seperti sedang diajar oleh Miss Trunchable dari Matilda, tidak berlebihan.

Lalu ada manajer.Di ALDI, ada banyak manajer untuk setiap toko dan 99% dari mereka tidak profesional, sesat dan hanya mampu mengelola.Salah satu manajer khusus akan masuk, bajunya tidak dicuci, tanda makanan dan sampah ke bawahnya, berbau.Itu menjijikkan.
Seorang manajer akan menyebut saya sebagai ""wanita seksi"" ... manajer.Begitu dia bahkan meraih bajuku, menarikku ke wajahnya.Saya hanya tidak tahu harus berbuat apa.
Manajer lain selamanya marah, Anda akan berpikir bahwa diajak bicara dengan sopan adalah hak istimewa yang dicadangkan untuk ulang tahun.Dia akan berteriak, berteriak, memberi Anda penampilan kotor dan hanya secara keseluruhan, membuat Anda merasa tidak nyaman.Sekali lagi, rambutnya dipenuhi dengan minyak dan dia tidak dapat dihadapkan, meskipun kita adalah karyawan baru yang diperingatkan bahwa kurangnya presentasi merupakan pelanggaran di Aldi. 

Sistem toko secara keseluruhan seperti hierarki.Anda memiliki karyawan yang sama dengan Anda tetapi jelas jauh lebih 'dihargai' daripada diri Anda sendiri.Tanpa promosi, mereka diberi kunci manajer, yang merupakan pelanggaran karung jika mereka ditangkap oleh siapa pun yang lebih tinggi dan sering melemparkannya ke wajah Anda.Saya memiliki sejumlah ini, 'anggota tim elit' kami akan memanggil mereka, katakan kepada saya ""kami mungkin level yang sama, tetapi saya masih lebih tinggi"". 

Mereka juga membuat Anda merasa bersalah karena sakit.Selama waktu saya di sana, saya mendapatkan cacar air.Ya Tuhan, Anda akan berpikir saya memesannya, mereka sangat kasar kepada saya di telepon. 

Pada akhirnya, saya ditandatangani dari pekerjaan dari dokter saya yang menyarankan saya untuk mencari pekerjaan lain karena saya harus dimasukkan dalam obat untuk kecemasan karena ALDI. 

Saya memberikan catatan sakit yang menutupi ketidakhadiran saya tetapi, rendah dan lihatlah, mereka bahkan tidak membayar saya bayaran sakit menurut undang -undang, yang lagi -lagi ilegal.

Saya menyerahkan pemberitahuan saya pada tanggal 10 Januari dan ketika surat itu datang melalui pos untuk mengatakan saya secara resmi tidak bekerja untuk Aldi lagi, saya benar -benar tidak mungkin lebih bahagia !! 

Jujur, kecuali yang Anda pedulikan hanyalah uang dan senang diperlakukan seperti kekacauan di bagian bawah sepatu Anda, saya akan sangat menyarankan Anda bekerja di tempat lain selain Aldi. 

Anda harus bertanya pada diri sendiri, mengapa mereka perlu menerima begitu banyak staf jika itu tempat yang bagus untuk bekerja?Mengapa mereka terus mempekerjakan?Mengapa semua orang pergi? 

Saya pikir itu hanya toko yang saya masukkan tetapi membaca ulasan ini sepertinya di seluruh papan itu secara umum hanya tempat yang mengerikan untuk bekerja."
Negatif,"Buku pegangan mengatakan tiba 15 menit lebih awal, berada di lantai toko untuk waktu mulai Anda- mereka benar-benar mengharapkan Anda di lantai toko 15 menit lebih awal.Saya menerima disipliner karena tiba 15 menit lebih awal dan naik ke lantai toko 10 menit sebelum waktu mulai saya.Wakil manajer hanyalah anak -anak tanpa pengalaman pelatihan/ manajemen sehingga mereka bertindak sebagai pria besar karena gelar pekerjaan mereka.Disuruh mempercepat pada hari kedua saya, meskipun saya belum tahu ke mana produknya pergi.Kecepatan saya semakin cepat tetapi kemudian menerima disipliner pada minggu ke -2 saya karena tidak secepat orang yang bekerja di sana selama 9 bulan.Disuruh masuk pada jam 8.30 pagi untuk induksi, tetapi sebenarnya ada di sana untuk dipecat untuk hal disipliner sebelum saya bahkan melakukan shift lain setelah Dulliner, jadi tidak ada kesempatan untuk mencoba meningkatkan.Juga bekerja 9 jam tanpa istirahat namun 8 jam saya ditanya ""mengapa Anda melambat"".Sebenarnya merasa lega ketika saya dipecat.Secara keseluruhan pekerjaan yang mengerikan."
Negatif,"ALDI akan memotong jam kontrak Anda hingga 50% jika mereka tidak mencapai target penjualan mereka, jadi jangan bekerja di ALDI jika uang dari pekerjaan ini adalah penghasilan utama Anda. 
Mulai melakukan 30 + jam per minggu dengan 3 orang di shift, sekarang diharapkan untuk melakukan jumlah pekerjaan yang sama tetapi dalam 18 - 20 jam per minggu, dan dengan hanya 2 orang di shift, bukan 3. Tidak ada kenaikan gaji atau insentif untukLakukan pekerjaan ekstra yang diharapkan.
Saya tiba pukul 10 malam untuk shift malam, dan akan diberitahu waktu finis saya ketika saya tiba, yang akan berupa apa saja mulai pukul 4 pagi - 8 pagi.
Diberitahu selama induksi bahwa Nightshift diblokir bersama untuk membantu Nightshift memiliki pola tidur yang lebih teratur.Hampir tidak pernah terjadi.Setiap kali seorang pekerja meninggalkan mereka akan menjadi ratusan pelamar yang bersedia mengambil tempat mereka, Aldi tahu ini dan mengeksploitasinya secara maksimal.Mereka menjaga harga rendah dengan mengacaukan tenaga kerja mereka.Anda harus dicukur bersih untuk setiap shift, tidak ada tunggul desainer sama sekali.Dan Anda diberitahu bahwa Anda tidak dapat mengatakan sesuatu yang negatif tentang ALDI di internet atau media sosial, ini merupakan pelanggaran yang dapat dikeluarkan secara instan.Asisten saham tidak berhak atas bayaran sakit karena mereka digolongkan sebagai bisnis."
Negatif,"Manajer pengganggu, tidak ada kebebasan berbicara untuk staf.Bahkan jika Anda memiliki kontrak 25 jam, mereka melakukan apa pun yang mereka suka.Ketika mereka ingin, Anda dapat bekerja lebih dari 40 jam dengan kontrak 25 jam, dan jika mereka memilih untuk memberi Anda 10-15 bukanlah apa-apa yang dapat Anda lakukan.Anda bekerja seperti keledai tanpa apresiasi dari manajemen.Saya telah dipanggil nama oleh Wakil Manajer.Anda berada di shift malam yang mengatakan 10 atau 10:30 dan Anda keluar setelah tengah malam.Jika manajer menyukai Anda, Anda beruntung, jika mereka tidak membuat hidup Anda neraka"
Positif,Uang baik jam kerja dan staf
Negatif,selalu menebak perusahaan
Negatif,"Karyawan Lakukan Terakhir.Tidak ada departemen SDM.Pengemudi budak.Untuk bekerja di sana, Anda tidak harus memiliki kepribadian dan bersedia dikritik setiap hari dengan ancaman disipliner menggantung di atas kepala Anda.Tidak ada perkembangan.Tidak ada fasilitasnya.Hanya sutradara yang dibayar lebih dari punggung mereka tidak melakukan apa -apa saat Anda melakukan semua pekerjaan."
Negatif,"Uang itu tidak sebagus yang Anda pikirkan karena kecuali Anda adalah karyawan favorit, Anda tidak akan diberikan lembur.Jadi terlepas dari tingkat pembayaran yang lebih tinggi, Anda tidak akan mendapatkan upah yang layak."
Negatif,"Berjam -jam, dalam jumlah tekanan yang sangat tinggi, terutama peran wakil manajer karena berada di tengah tangga."
Positif,"tim yang bekerja dengan saya luar biasa bisa melanjutkan dengan semua orang secara harfiah
perusahaan yang tumbuh 
peluang
stabilitas pekerjaan"
Negatif,"Manajer terjebak dan sombong.Apa yang dia katakan benar dan itu adalah akhirnya.Satu kesalahan dan Anda menyala sampai sepanjang hari, mendapatkan shift yang tidak Anda sukai, dan mendapatkan jam Anda dikurangi, dengan ancaman membuat bahwa Anda akan dipecat.Orang -orang yang salah dipromosikan menjadi wakil manajer, sementara staf pekerja keras yang jujur ​​diabaikan.Seorang wakil manajer dipromosikan menjadi asisten manajer hanya karena manajer toko membukanya."
Positif,Bayar sangat bagus
Positif,Gaji bagus mondar -mandir jadi berhari -hari dengan sangat cepat dipromosikan dari dalam jadi selalu kesempatan untuk memperburuk diri sendiri
Negatif,"Manajemen yang buruk, semuanya terburu -buru sehingga tidak cocok dengan kemampuan semua orang, organisasi yang buruk"
Positif,"Suasana keluarga Aldi yang luar biasa.Gaji yang sangat baik untuk ritel, Anda tidak lagi harus mengingat 100+ PLU di checkout.Peluang bagus untuk menaiki tangga."
Positif,Pekerjaan yang stabil dengan perusahaan yang sedang tumbuh yang pasti masih ada di sini dalam 20-30 tahun ke depan tanpa pertanyaan.Anda mendapatkan apa yang Anda masukkan dan itu adalah cangkok yang sulit tetapi Anda masuk ke dalam apa yang Anda keluar.
Negatif,"Sementara jam -jam bagus, mereka juga panjang dan pilihan untuk mengubah shift sedikit dan jarang."
Positif,"Saya menyukai pekerjaan ini karena ini adalah pekerjaan pertama saya sebagai toko Asst, saya adalah pengasuh untuk 14 tahun, saya menjadi terlibat dalam pekerjaan saya karena saya menjadi anggota tim melanjutkan staf & melanjutkan dengan baik dengan pelanggan.Saya masuk ke Tills yang saya sukai lebih baik karena Anda harus bertemu pelanggan dan membantu mereka.Saya melakukan sebagian besar segalanya mulai dari mulai bekerja lebih awal & meninggalkan yang terakhir, saya sangat menyukai pekerjaan saya."
Positif,"Saya melanjutkan staf dan pelanggan dan saya adalah seorang pekerja keras, bekerja lembur ketika pendek staf.Saya bekerja di Tills, menumpuk rak &; lemari es dan freezer, dibersihkan."
Negatif,Kepemimpinan yang buruk dikombinasikan dengan manajemen arogan menahan staf.Orang -orang dipromosikan terlalu cepat dan kemudian diatur untuk gagal.
Positif,"Uang baik, lingkungan yang menyenangkan, menantang"
Negatif,"Bekerja di sini selama 5 tahun.Mereka membayar Anda dengan tarif per jam yang baik, namun ini dikendalikan oleh jumlah jam mereka membiarkan Anda bekerja.Ketika Prod ketat, mereka akan memotong jam Anda dari 40 menjadi 25 yang merupakan penurunan besar dalam gaji.Namun mereka akan memberi Anda semua jam karena dan hanya ketika para manajer menginginkannya.Hari -hari dapat dimulai pukul 4 pagi atau selesai pada tengah malam, fleksibilitas adalah hal yang sangat besar.Mereka mengubah rota Anda pada menit terakhir.
Sangat klik, staf yang disukai oleh ""teman"" manajemen akan mendapatkan jam, shift, dan pekerjaan yang lebih baik.Jika Anda tidak disukai sebanyak orang berikutnya, Anda hanya akan terjebak pada hingga 10 jam dengan hanya 2 lima menit istirahat.Staf lama cenderung mendorong staf baru dan hampir tidak diberi kesempatan untuk membuktikan diri.Anda terus -menerus menjadi ""kinerja"" yang dipantau melalui CCTV dan menguji trollies.Wakil manajemen cenderung adalah orang -orang muda dengan pengalaman yang sangat terbatas, mereka dipromosikan seperti yang disukai oleh manajer toko, terlepas dari cuaca yang mereka lakukan untuk bekerja.Mereka juga memiliki tendangan kekuatan besar dan melihat ke bawah pada asisten toko.Mereka akan meneruskan pekerjaan kepada Anda hanya karena mereka tidak dapat di -arsed, terlepas dari pekerjaan apa yang Anda lakukan, mereka punya waktu untuk melakukan pekerjaan itu tetapi mereka lebih suka untuk tidak melakukannya.
Tidak ada komunikasi antara manajemen.Kelompok -kelompok yang clicky mengeroyok anggota staf tertentu, banyak hal buruk yang dikatakan di belakang staf kembali.
Saya beruntung, saya disukai, tetapi saya tidak tahan dengan kekacauan dengan waktu saya, mendengar staf berbicara tentang orang lain dengan cara yang buruk, menonton orang -orang yang cakap tidak diberi kesempatan karena mereka baru.
Ada banyak lagi yang bisa saya katakan tentang perusahaan ini !! '"
Negatif,Favoritisme selalu ada jika wajah Anda tidak cocok.Intimidasi.Tidak banyak peluang untuk maju.
Negatif,"Saya mulai berlatih pada hari selama dua minggu mereka tidak memberi tahu shift saya 10-6 pagi rota sampai 4 hari sebelumnya !!!!dan diceritakan Selasa hingga Minggu pagi selamanya!Saya seorang binaragawan yang tajam dan digunakan untuk bekerja seperti keledai!Tapi Aldi Anda tidak pernah berjalan cukup cepat, saya sedang dalam produk untuk dan mengangkat kotak berat lebih dari 20kg dan membungkuk sepanjang waktu untuk memasukkan kotak -kotak di rak telah merusak punggung saya, mereka tahu punggung saya terluka seperti yang dimasukkan ke dalam chiller tetapi tetapiKerusakan sudah dilakukan dan harus pergi pada yang sakit, 2 minggu, sementara saya masih sakit!Saya menerima surat dari Aldi saya tidak lagi dipekerjakan karena waktu libur saya !!!!!!!     
Sekarang mengambil tindakan hukum, untuk Back Unjury karena beban berat"
Negatif,"manajemen yang buruk, tidak ada kekhawatiran terhadap kesehatan atau kehidupan di luar"
Positif,Gaji bagus untuk industri tetapi mereka mendapatkan pon daging mereka dan kemudian beberapa untuk uang.
Negatif,"Kurangnya keseimbangan kehidupan kerja, batasan perkembangan internal,"
Positif,"Gaji yang baik
Manajemen yang bagus 
Perusahaan yang bagus"
Negatif,Jam yang tidak ramah dan beberapa staf di toko
Positif,"Gaji yang baik
Kontrak 40 jam seminggu"
Positif,"Setiap hari adalah tantangan baru, bertemu banyak orang baru dan bekerja dengan tim yang luar biasa"
Negatif,"Jika Anda adalah siswa bagian/penuh waktu, melakukan kelas malam atau menunjukkan hasrat untuk memperbaiki diri sendiri, maka Anda tidak memiliki kesempatan untuk naik tangga di Aldi.
Dapat dimengerti bahwa perusahaan tidak ingin menghabiskan waktu melatih seseorang untuk promosi jika pada akhirnya mereka akan mengambil pekerjaan yang diinginkan di mana jika ditawarkan.Dari sudut pandang karyawan, tidak ada insentif untuk bekerja keras karena Anda dibuat merasa tidak dihargai dan secara terang -terangan diberitahu bahwa Anda tidak akan memiliki masa depan dengan perusahaan kecuali Anda berkomitmen penuh untuknya sebagai karier.Beberapa karyawan telah merahasiakan aspirasi dan menargetkan pekerjaan mimpi, dengan harapan dipromosikan (untuk kenaikan upah) sehingga mereka dapat lebih cepat menabung dan meninggalkan Aldi. 

Ada budaya intimidasi di antara semua tingkatan di dalam toko dan ini adalah negara umum yang luas.Manajer yang bermasalah hanya ditransfer ke toko -toko lain daripada diberhentikan dari peran atau diturunkan.Para manajer yang bermasalah ini tidak menghadapi ancaman hukuman atas perilaku mereka, sehingga mereka terus memperlakukan staf dengan buruk karena mereka tahu bahwa mereka akan lolos begitu saja.  

Standar penyimpanan makanan cukup rendah di beberapa cabang.Beberapa toko memiliki gudang kecil tetapi menerima pengiriman besar produk dingin dan beku.Apa yang tidak dapat disimpan dalam lemari es dan freezer dibiarkan melayang di sekitar gudang hingga 12 jam, mencapai suhu kamar atau benar -benar menjadi hangat jika dibiarkan di dekat unit pendingin udara.Palet produk dingin ini akhirnya berhasil mencapai penyimpanan yang sesuai, tetapi tidak sebelum mencapai perubahan dramatis dalam suhu.  

Episode Dispatches Channel 4 baru -baru ini hanya menyajikan ujung Ice Berg ketika datang ke staf moral dan tingkat kesehatan dan keselamatan yang rendah.Salah satu contoh tekanan yang tidak perlu adalah bahwa staf TIL harus memindai lebih dari 1000 item per jam atau menghadapi disipliner.Jika pelanggan secara fisik lambat, lansia atau cacat, tidak ada pengecualian yang diberikan, Anda masih harus memindai secepat mungkin dan terserah pelanggan untuk mengikuti kecepatan Anda!    
Staf yang menumpuk rak memiliki waktu yang ketat untuk disimpan saat bekerja setiap palet.Tidak ada waktu untuk mengambil tangga atau membawanya di sekitar toko.Anda didorong untuk memanjat rak, sambil menyeimbangkan kotak -kotak berat di satu tangan.Apa pun yang tidak dilihat pelanggan, tidak terjadi dengan kata lain.  

ALDI mempekerjakan banyak manajer yang telah meninggalkan supermarket lainnya, setelah berbicara dengan mereka, itu akan muncul kontra yang tercantum di atas adalah umum di seluruh papan."
