full_text,filtered
Tanyarl. Menurut kalian alasan resign karena jam kerja yg sampe 11 jam masuk akal atau ga? Masalahnya kadang bisa lebih dr 11 jam karena dituntut loyalitas dan ga dihitung lembur.,akal masalah kadang tuntut loyalitas hitung lembur
Employer akan take advantage kalau kita willing untuk settle for less. Dan dia akan gunakan reason tu untuk bagi stagnant gaji kita. But once kita decide untuk resign they can offer up to 70% salary offer WFH etc just to make us stay. Know your value know your worth.,gaji gaji pakai
Salah satu alasan kenapa resign dari kantor lama karena lingkungan kerja toxic. sakit mentalku dijadiin bahan guyonan se divisi entah waktu di kantor bahkan private dining sampek disuruh selfharm pakek bolpoin di depan mata mereka. Kalau gak bisa respect seenggaknya diem.,salah kantor jahat sakit mental bahan guyon divisi waktu kantor ning suruh pakai bolpoin mata diam
work! aku september kemarin akhirnya beraniin diri buat resign karena atasan toxic dan kerja di kantor baru... di kantor baru ngerasa seneng banget banget karena atasanku baik banget... dapet ginian dr atasan jd mau nangis https://t.co/MC1ZduDHYd,september kemarin jahat kantor kantor rasa senang menang
Tidur 8 jam Kerja 8 jam Totalnya 14 jam. Jadi kamu masih punya 10 jam setiap harinya buat cosplay nganggur dan tidak melakukan apapun. Stop bilang 'pengen resign' sebagai alasan kalo anda capek kerja.,tidur total laku stop capek
[askrl] Kalau resign dengan alasan keadaan mental memburuk tanpa kena penalti tuh bisa ga ya? semisal ada surat keterangan dari dokter kalo harus rehat. Penalti nya gede banget 40 juta huhuu kerja nya overtime banget sampe 12 jam weekend harus tetep bales chat aku (cont),mental buruk kena penalti surat terang dokter rehat penalti besar juta balas
@worksfess IMO alasan untuk resign kerja itu bukan hanya soal tawaran kerja di tempat lain karena gaji. Bisa juga karena kultur kerja koneksi ataupun potensi perkembangan potensi. Berlaku juga sebagai alasan kenapa orang betah kerja di tempat tertentu.,tawar tempat gaji kultur koneksi potensi kembang potensi laku betah tempat
Cth jawapan betul: Saya resign sebab saya nak dapatkan peningkatan career seiring dengan kemampuan yang saya ada. Dan saya juga berharap di syarikat baru nanti akan ada sistem kenaikan gaji yang sesuai dengan gaji pekerja. ,tingkat iring mampu harap syarikat sistem naik gaji sesuai gaji
@txtdrakuntansi @txtdrlinkediin padahal perlu ditelusuri sih itu pindah2nya kenapa misalnya dibayar underpaid lingkungan kerja toxic worload ga ngotak time management ga bagus masa msh maksain bertahan? keburu depresi duluan anak orang,telusur bayar jahat bagus paksa tahan keburu depresi
Work! Menurut kalian alasan resign karena jam kerja lebih dari 10 jam masuk akal atau ga? Masalahnya kadang bisa lebih dr itu karena dituntut loyalitas dan ga dihitung lembur.,akal masalah kadang tuntut loyalitas hitung lembur
@tajudin_fitri I have been facing the same problem before and I quit my job why? Kena tolak gaji tak apa lagi ni siap package maki and warning depan staff2 lain. So i decide to quit my job and trust Allah s plan and alhamdulillah i got better job and better employer right now ,problem kena tolak gaji maki plan
@deni_hermawanto @AimanWitjaksono Pretttt dikit2 salah penguasa ! Otak mu soak ! karyawan resign biasanya krn negosiasi gaji deadlock ingin mandiri kalo aiman ini bisa saja ingin mengikuti jejak najwa sihab krn dia menilai uda punya nilai tawar tuk dijual diluar,salah kuasa otak soak karyawan negosiasi gaji mandiri jejak nilai nilai tawar jual
Work! Alasan resign sejujurnya adalah aku kerja jd sales ga ada gapok dan ga bisa dpt target jadi gaji cuma setengah UMR. Awalnya aku nerima tawaran itu karena FG udh nganggur lama tapi akhirnya aku resign karena udh ga kuat. Alasan ke perusahaan baru mending kayak gimana yah?,jujur target gaji tawar kuat mending
CW // gaji aku kerja di jkt gaji 4 5 jt tapi aku dapet benefit mess udh ada ac dapur dibayarin listrik dan air mnrt kalian worth it ga kalo aku pindah ke tempat baru dgn kenaikan gaji kurang dr sejuta? alasan resign krn aku bosen aja dgn work flow disini work!,gaji jakarta gaji juta dapur listrik tempat naik gaji kurang juta bosan
5 SEBAB KORANG KENA BERHENTI KERJA SEKARANG JUGAK I dapat banyak sangat DM saying dorang stress kerja kat current company. And i perasan ramai jugak kat twitter rasa benda yang sama. So kalau korang terfikir nak berhenti kerja tapi masih teragak-agak This is a sign for you,kena henti dorang stres peras ramai rasa benda henti
 sebutkan ciri2 cowo males kerja? Kalo dia dipindahin ke posisi naik jabatan tp jobdesknya lbh berat akhirnya dia lbh milih resign dengan alasan pusing gasuka kerjaan yg kek gt itu males ga? Pdhl gaji jd lbh gede akhirnya sering jobless skrg udh 41 kerja ga tetap:),malas posisi naik jabat berat pilih pusing malas gaji besar
kalian yg resign work! krn perlu gaji yg lebih banyak alasan resignnya apa? aku kerja sama org pribadi dan setelah kerja slma ini aku tau dia julid dan dendaman jdi bingung,gaji pribadi julid dendam bingung
Work! CW // nganggur Guys saran alasan resign gmn ya padahal aku baru kerja cuma 10 bulan tapi resign karena lingkungan toxic sama beban kerja dan waktunya yg bikin aku gak kuat. Dan udh 11 bulan blm keterima kerja kalo di tanya pas interview jawab gmn ya?,saran jahat beban waktu kuat
Gue kerja 12 jam libur sebulan sekali gaji 1 3jt. Resign aja gak sih? Apa nunggu sebulan lagi? Lagi nabung dapet sejuta buat nganggur + cari kerja lagi Berasa dipenjara disini kek orang kuper,libur gaji tunggu juta penjara
Work! Aku punya 2 pengalaman kerja dan dua duanya cuma 3 bulan. Gimana cara ngeyakinin HR kalau aku ga bermaksud jadi kutu loncat alasan resign di perusahaan pertama karena kantornya gulung tikar alasan di kantor ke2 ga cocok sama gaji dan jobdesc,alam maksud kutu loncat kantor gulung tikar kantor cocok gaji
Biasanya kalo resign beneran nanti ditahan-tahan. Terus baru deh buka negoisasi naik gaji. Ini biasanya berlaku kalo kalian top talent di perusahaan. Temenku pernah bilang Kamu gak perlu nego naik gaji JIKA perusahaan emang NGERTI value-mu. Mereka yg akan naikin sendiri. ,buka negoisasi naik gaji laku naik gaji erti
Cth jawapan betul: Saya resign sebab saya nak dapatkan peningkatan career seiring dengan kemampuan yang saya ada. Dan saya juga berharap di syarikat baru nanti akan ada sistem kenaikan gaji yang sesuai dengan gaji pekerja. ,tingkat iring mampu harap syarikat sistem naik gaji sesuai gaji
gejolak hati dan pikiran kalean pasti gini: 1. Mau resign tapi masih butuh duit. 2. Bertahan dikerjaan tapi stress mulu. 3. Mental Health utama tapi resign tanpa dana darurat dan kerjaan baru nanti jadi beban keluarga. 4. Nyari kerja gak semudah itu mincot.,gejolak hati pasti butuh duit tahan stres mental utama dana darurat beban keluarga mudah
Acapkali pekerja diarahkan tulis surat resign apabila pekerja mengutarakan masalah yang dialami ditempat kerja ketidakpuasan hati terhadap skop kerja dan jadual melebihi masa dibayar gaji bukan seperti dijanjikan dipindahkan dan diturunkan pangkat tanpa sebab. THREAD,acapkali arah tulis surat utara masalah alami tempat ketidakpuasan hati hadap skop jadual bayar gaji janji turun pangkat
Intinya : kalau emang udah gak nyaman di lingkungan kerja ya pasti kemungkinan bakalan resign Apalagi kalau dari awal udah diperlakukan beda sama rekan kerja kalaupun hasil kerja oke juga makin tertekan jadinya,inti nyaman pasti laku beda rekan hasil tekan
@ikarbertweet I br je resign 31st jan hr tu sbb i choose my mental health xsanggup hadap jem smpi 2 jam subang jaya nk balik Jalan Kebun sajoooo. Balik bdn letih. Anak anak pon no more energy nk layan. Rumahtangga huru hara sepahnya sbb mak depa xlarat hadap jem. Ini bukan yg sy cari so RESIGN,mental hadap subang jaya jalan kebun badan letih layan hara sepah depa hadap
Cth jawapan betul: Saya resign sebab saya nak dapatkan peningkatan career seiring dengan kemampuan yang saya ada. Dan saya juga berharap di syarikat baru nanti akan ada sistem kenaikan gaji yang sesuai dengan gaji pekerja. ,tingkat iring mampu harap syarikat sistem naik gaji sesuai gaji
Work! Aku mau ajuin resign minggu ini doain lancar ya. Padahal baru 7 bulan kerja. Dan kantornya enak bgt apalagi masalah gaji jarak dan jam kerja. Tapi aku mau lanjut S2. Semoga keputusanku tepat,minggu lancar kantor enak masalah gaji jarak putus
Cth jawapan betul: Saya resign sebab saya nak dapatkan peningkatan career seiring dengan kemampuan yang saya ada. Dan saya juga berharap di syarikat baru nanti akan ada sistem kenaikan gaji yang sesuai dengan gaji pekerja. ,tingkat iring mampu harap syarikat sistem naik gaji sesuai gaji
Contoh template surat resign dengan notis Sebulan dan notis 24 jam. Ada dua bahasa Bahasa melayu dan English. Share template ni kat kawan kawan okay https://t.co/VkhfvutzoI,contoh surat bahasa bahasa melayu kawan kawan
Dulu saya pernah bekerja sebagai penjawat awam gred N17 (sekarang N19) selama 6 tahun. Apabila saya buat keputusan untuk berhenti kerja maka saya telah dinasihatkan oleh CC (chief clerk gred N22) supaya jangan berhenti atas alasan sayang kerja terjamin dan takut jika perniagaan https://t.co/JZXbJQqGpq,jawat awam putus henti nasihat henti sayang jamin takut niaga
Baru tau kalo jaman sekarang tuh resign ada aja ya yg dijadiin konten. I mean resign kan tuh alasan personal banget ya .-. IMHO you should keep it to yourself dan publik ga perlu tau kecuali kamu nanti ditanya sama HR pas interview tempat baru Rawan backfire soalnya heueheu ,jaman konten personal publik kecuali tempat rawan
work! ternyata resign tuh seribet ini ya? btw ini ak resign karna lingkungan kerja yg toxic tpi alasan ke beliau adalah sdh tdk cocok lgi dgn perusahaan dan ingin fokus studi dan jg ak ga ada ttd kontrak apapun. Hrsnya wajar ya ak minta resign karna hitungannya msih probation? https://t.co/3uYE1yxq0Q,nyata jahat beliau cocok fokus studi kontrak wajar hitung
Keputusan RESIGN dan pindah kerjaan dngn gaji lebih rendah tpi sebagai gantinya mental kamu jauh lebih sehat tingkat stress terkendali dan kmu jauh lebih banyak wktu buat bertemu klrga atau mendampingi tumbuh kembang buah hati.Itu bisa jadi salah satu keputusan bijak di hidup,putus gaji rendah ganti mental jauh sehat tingkat stres kendali jauh waktu temu keluarga damping tumbuh kembang buah salah putus bijak hidup
Saat ada staff resign ada bos yang bilang dalam hati Mau makan apa kau keluar dari perusahaan ku. Coba aja cari kerja. Susah jaman sekarang bisa kerja dengan kemampuan kayak gitu. Dasar gak bisa bersyukur. Paling juga ntar balik lagi ngemis kerjaan ke sini Saat mau resign ,staff hati makan susah jaman mampu dasar syukur entar
Kalau masa interview HR tanya Why Are You Leaving Your Current Job? Ramai akan cakap keluar dari comfort zone ataupun nak gain new experience. Jawapan basic. Bosan. Ni contoh jawapan kalau nak jawab pasal gaji culture atau pasal korang tak suka kerja tu. Apa nak takut.,ramai cakap zone gain basic bosan contoh pasal gaji pasal suka takut
They don't want to pay compensation. That's why diorang minta y'all resign. Kalau y'all kena lay off diorang wajib bayar at least one month salary. So no ask to be laid off. Don't resign unless you already have a new job as a backup. https://t.co/FYhwaJltYc,gaji kena wajib bayar gaji
Kalau masa interview HR tanya: Kenapa berrhenti dari company lama? Takkan nak cakap bos lama malaon pahit teruk kedekut atau gaji kecik. Takkan nak burukkan company lama. Ni ada 26 contoh alasan kenapa berhenti dari company lama!,cakap pahit teruk kedekut gaji kecil buruk contoh henti
CW / Resign work! Surat resign gini kasar gak? Mau resign karena lembur 140 jam gak dibayar . Harusnya dapet bonus 3 juta. Atau mending ikhlas aja? Kalau ditagih baru keluar pasal2 https://t.co/CaJoXkg8Uo,surat kasar lembur bayar bonus juta mending ikhlas tagih
Apa alasan kamu resign dan melamar ke sini? Saya ingin berkembang lebih jauh - Peduli sama perkembangan diri sendiri. - Terlihat tenang tau apa yang diinginkan. - Bukan money-oriented jadi dilihat bisa loyal. Pengen naik jadi CTO di sini gantiin CTO sekarang - Penuh,lamar kembang jauh peduli kembang lihat tenang lihat loyal naik ganti penuh
Bila orang luah stress kerja penat &amp; etc pun terus reply bersyukur lah ada kerja. If nak complain resign je. Ramai yang nak kerja tu. Kadang kadang kita nak luah je bukan nak apa apa pun. I just need you to listen. Some people really want to make us look bad &amp; feel unworthy.,luah stres penat syukur ramai kadang kadang luah pakai
capek bgt kerja sm org toxic slh 1 alasan pgn resign cepet ,capek jahat salah cepat
Klo awal thn lalu ak ga mutusin buat resign dr tmpt kerja lama dan ga dkt sm cowo yg knl dr twitter kmrn itu pasti hidupku bakal stuck gitu-gitu aja. Gaada niatan buat berkembang memperbaiki diri. Semuanya terjadi bukan tanpa alasan ternyata. ️,putus tempat kenal kemarin pasti hidup niat kembang nyata
Bnyak orng yg sebenarnya tau &amp; ngerasa di tempat kerjaannya itu gak cocok dgn dia entah kurang nyaman toxic hingga beda visi tapi gak semudah itu untuk bilang resign karena bnyak cicilan yg kudu dilunasi hingga kebutuhan anggota keluarganya semangat pejuang rupiah kuat2 ya.,rasa tempat cocok kurang nyaman jahat beda visi mudah cicil kudu lunas butuh anggota keluarga semangat juang rupiah
td siang ngobrol sm tmn kerja yg lbh muda..dia mau resign. alasan dia resign gak ada satu alasan pun buat saya bertahan disini mba . I feel him sih. di kantor ini aku belajar sebener2nya kamu ke kantor ya buat kerja aja. relasinya sebatas rekan kerja. udah.,siang obrol teman tahan mbak kantor ajar kantor relasi rekan
Work! CW/NGANGGUR Emang karyawan yang abis resign susah dapat kerja ya? Beritahu cara jawab alasan resign yang baik dan benar didepan HRD dong tadi abis dibentak gegara aku jawab ingin cari tempat untuk berkembang lebih baik ,karyawan habis susah beritahu habis bentak tempat kembang
Antara sebab kenapa ramai berhenti kerja selain dari gaji: 1- Kurang dihargai 2- Kawan kerja yang toxic 3- Tak ada career growth 4- Jobscope &amp; beban kerja yang belambak 5- Job mismatch 6- Management merepek 7- Kebajikan pekerja diabaikan 8- Income jadi rider lagi tinggi 9-,ramai henti gaji kurang harga kawan jahat beban repek kebaji abai
Work! Dulu aku pernah mikir knp orang bisa resign perihal punya temen kantor yg toxic? Aku mikirnya ya tinggal cuekin aja ternyata ga segampang itu ya haha apalagi kalo tiap hari harus ketemu dijudesin disindir stress bgt njir lebih stress dari ngerjain deadline (cont..),perihal teman kantor jahat nyata gampang ketemu sindir stres stres
Tanda korang dah patut resign kerja! - Stress melampau. Ingat kesihatan mental lagi mahal dari gaji yang kita dapat. - Dikelilingi orang yang toxic atau kaki jilat. - Kerja bertahun tapi tak gaji naik seciput je. Kedekut. Dekat bawah ada cara resign paling epic,tanda patut stres lampau mental mahal gaji keliling jahat kaki jilat gaji naik kedekut dekat
Ceritain ke nyokap bbrp alasan gue resign dari tempat-tempat kerja yg lama doi ga percaya kalo gue tiap hari minum sanmol pas kerja dan sebelum tidur bcos sakit kepala. Denial kalo kerja bisa bikin stress. Belum selesai cerita udah unmood duluan wkwk,nyokap percaya minum tidur sakit kepala stres selesai
Ama Prambanan jazz deh asoy wkwkwkw. Jujur skrg uda mikir plan bbrp thn kedepan ga dipungkiri alasan maun resign karna uda capekkk lembur pgn kerja sante salary cukup lah drpd bnyk ada potongan ga jelas ga ada BPJS pula,prambanan jujur plan lembur gaji cukup potong bpjs
Kr! Aman ga kalo pas interview bilang alasan resign nya karena kurang cocok dgn lingkungan kerja? Alasan sejujurnya karena gajinya underpaid si tp kan katanya jgn nyinggung gaji yah,aman kurang cocok jujur gaji gaji
Gw udah bilang baik-baik kalau mw resign tapi kesannya gak diizinin. Klise bgt alasan lu Kamu sdh saya anggap adek. Cih dianggap adek kalau lu lagi perlu gw pas di luar job desc dan di luar jam kerja doang,kesan klise anggap adek anggap adek doang
